id,text,label,language,dataset_type,dataset,clean_text
7189,buy from us na we don’t sell fake things 🥰very affordable too…surprise ur girlfriend n stop 🛑 bra fie 🤣,no sentiment,mixed,multilingual,asante_twi_senti,buy from us na we don’t sell fake things 🥰very affordable too…surprise ur girlfriend n stop 🛑 bra fie 🤣
7213,bishop nso w feelings🙈,no sentiment,mixed,multilingual,asante_twi_senti,bishop nso w feelings🙈
7214,akwaaba bra kwakwu   thebigbreakfast,no sentiment,mixed,multilingual,asante_twi_senti,akwaaba bra kwakwu thebigbreakfast
7232,been listening saa atiabanku  sqai,no sentiment,mixed,multilingual,asante_twi_senti,been listening saa atiabanku sqai
7235,it’s about time bra adotey advise some of this boys,no sentiment,mixed,multilingual,asante_twi_senti,it’s about time bra adotey advise some of this boys
7236,so this dude is on the space claiming he had yesterdays tweet written down for months and he chose to tweet it after sdk tweeted about his mothers deatheiiii bra bongo 🤦‍♂️🤦‍♂️🤦‍♂️,no sentiment,mixed,multilingual,asante_twi_senti,so this dude is on the space claiming he had yesterdays tweet written down for months and he chose to tweet it after sdk tweeted about his mothers deatheiiii bra bongo 🤦‍♂️🤦‍♂️🤦‍♂️
7240,me ly paa oo nso me sika sem ny 😂,multilingual,mixed,multilingual,asante_twi_senti,me ly paa oo nso me sika sem ny 😂
7248,rushhouronasaase                                                                                np bra   ft pat thomasw  amp   on,no sentiment,mixed,multilingual,asante_twi_senti,rushhouronasaase np bra ft pat thomasw amp on
7259,saa send meauxmeaux 😔,no sentiment,mixed,multilingual,asante_twi_senti,saa send meauxmeaux 😔
7274,yesufie   im beginning to think that these giveaway stuff no be reali have been dropping saaa nso momo,no sentiment,mixed,multilingual,asante_twi_senti,yesufie im beginning to think that these giveaway stuff no be reali have been dropping saaa nso momo
7279,eii saawho en own that,no sentiment,mixed,multilingual,asante_twi_senti,eii saawho en own that
7295,ghanaian youtuber wode maya fights to save his camera at togolese boarder     read more,no sentiment,mixed,multilingual,asante_twi_senti,ghanaian youtuber wode maya fights to save his camera at togolese boarder read more
7297,you need the bottle to survivebefore you think on how to make it what strength are you going to use to get that well you nso a you dont have what it take to get a bottle now😂😂 my friend beg till you get some oo else you will die,no sentiment,mixed,multilingual,asante_twi_senti,you need the bottle to survivebefore you think on how to make it what strength are you going to use to get that well you nso a you dont have what it take to get a bottle now😂😂 my friend beg till you get some oo else you will die
7303,bra mike chop life ✊🏿,no sentiment,mixed,multilingual,asante_twi_senti,bra mike chop life ✊🏿
7308,we may end up waiting forever mu ya nso mako nnim🤓,no sentiment,mixed,multilingual,asante_twi_senti,we may end up waiting forever mu ya nso mako nnim🤓
7317,watch how a university drop out became a famous african youtuber source wode maya,no sentiment,mixed,multilingual,asante_twi_senti,watch how a university drop out became a famous african youtuber source wode maya
7331,lol sɛn,no sentiment,mixed,multilingual,asante_twi_senti,lol sɛn
7337,akwaaba in advance,no sentiment,mixed,multilingual,asante_twi_senti,akwaaba in advance
7338,sponsored by sɛn 🤣,no sentiment,mixed,multilingual,asante_twi_senti,sponsored by sɛn 🤣
7355,gallagher yi nso,no sentiment,mixed,multilingual,asante_twi_senti,gallagher yi nso
7371,obra ma bra nyinaa now i dey sign check 💥💥💥💥,no sentiment,mixed,multilingual,asante_twi_senti,obra ma bra nyinaa now i dey sign check 💥💥💥💥
7387,ana obi nso ato camavinger😂,no sentiment,mixed,multilingual,asante_twi_senti,ana obi nso ato camavinger😂
7392,receipt deɛ ɛyɛ ooooooo,no sentiment,mixed,multilingual,asante_twi_senti,receipt deɛ ɛyɛ ooooooo
7415,new music 💥💥💥bra abonten nii m ft ponobiom x   black,no sentiment,mixed,multilingual,asante_twi_senti,new music 💥💥💥bra abonten nii m ft ponobiom x black
7420,so people actually sleep with bra,no sentiment,mixed,multilingual,asante_twi_senti,so people actually sleep with bra
7436,bro i have send momo number saa 😪😪💔,no sentiment,mixed,multilingual,asante_twi_senti,bro i have send momo number saa 😪😪💔
7437,trust the process saa now i get trust issues sef,no sentiment,mixed,multilingual,asante_twi_senti,trust the process saa now i get trust issues sef
7453,bra log out 😂,no sentiment,mixed,multilingual,asante_twi_senti,bra log out 😂
7510,lowkey efa nso dea fulham begye beye  o😂  shgdxbxi,multilingual,mixed,multilingual,asante_twi_senti,lowkey efa nso dea fulham begye beye o😂 shgdxbxi
7511,excerpts from just ended freshers akwaaba service,no sentiment,mixed,multilingual,asante_twi_senti,excerpts from just ended freshers akwaaba service
7513,me tie saa by wan awa nie atiabanku,no sentiment,mixed,multilingual,asante_twi_senti,me tie saa by wan awa nie atiabanku
7514,not too fast bra,no sentiment,mixed,multilingual,asante_twi_senti,not too fast bra
7516,😂😂😂eii saa okay,no sentiment,mixed,multilingual,asante_twi_senti,😂😂😂eii saa okay
7521,what will be the importance of tweeting earlier gimiii saa,multilingual,mixed,multilingual,asante_twi_senti,what will be the importance of tweeting earlier gimiii saa
7529,bra ghana 🇬🇭 aswear,no sentiment,mixed,multilingual,asante_twi_senti,bra ghana 🇬🇭 aswear
7530,😂😂😂is too early bra kwesi,no sentiment,mixed,multilingual,asante_twi_senti,😂😂😂is too early bra kwesi
7551,freshers akwaaba its was amazing and fantastic glory to the living god,non twi,mixed,multilingual,asante_twi_senti,freshers akwaaba its was amazing and fantastic glory to the living god
7552,slim p beef bra err,no sentiment,mixed,multilingual,asante_twi_senti,slim p beef bra err
7556,saa esallcee foc wei,no sentiment,mixed,multilingual,asante_twi_senti,saa esallcee foc wei
7567,saa saa cos business is  business,no sentiment,mixed,multilingual,asante_twi_senti,saa saa cos business is business
7577,so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa,no sentiment,mixed,multilingual,asante_twi_senti,so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa
7605,ooohh masa ma feele wo linez no,multilingual,mixed,multilingual,asante_twi_senti,ooohh masa ma feele wo linez no
7931,ka ne w twi mu   one user followed me and one user unfollowed me today checked via,positive & negative,mixed,multilingual,asante_twi_senti,ka ne w twi mu one user followed me and one user unfollowed me today checked via
7983,shouldnt it be onnim and obewu,positive & negative,mixed,multilingual,asante_twi_senti,shouldnt it be onnim and obewu
8073,hmm does biribi always have to si for biribi to y yie hmmmmmm,no sentiment,mixed,multilingual,asante_twi_senti,hmm does biribi always have to si for biribi to y yie hmmmmmm
8171,remix ansa na yɛɛwo akwadaa nyansani no na yawo panyin kwasia😂😂,positive & negative,mixed,multilingual,asante_twi_senti,remix ansa na yɛɛwo akwadaa nyansani no na yawo panyin kwasia😂😂
8195,as is said obi ny ne kese kwa,no sentiment,mixed,multilingual,asante_twi_senti,as is said obi ny ne kese kwa
8202,david ornstein he brings the final piece fabrizio go speculate saa wobehu na chelsea go buy am,multilingual,mixed,multilingual,asante_twi_senti,david ornstein he brings the final piece fabrizio go speculate saa wobehu na chelsea go buy am
8235,you be akosua or adwoa cuz eiiii 😹😹 sohofriday,multilingual,mixed,multilingual,asante_twi_senti,you be akosua or adwoa cuz eiiii 😹😹 sohofriday
8248,wode maya hin sister that  😂😂video,no sentiment,mixed,multilingual,asante_twi_senti,wode maya hin sister that 😂😂video
8251,this talk talk saa na years trophiless,no sentiment,mixed,multilingual,asante_twi_senti,this talk talk saa na years trophiless
8254,eeeiii saabuh lets just hope its true🙏,no sentiment,mixed,multilingual,asante_twi_senti,eeeiii saabuh lets just hope its true🙏
8257,coach akwasi macho,no sentiment,mixed,multilingual,asante_twi_senti,coach akwasi macho
8270,nalisa nono been dming you saa but no answer,multilingual,mixed,multilingual,asante_twi_senti,nalisa nono been dming you saa but no answer
8277,mmaa wo asaase wei so wa te that said,multilingual,mixed,multilingual,asante_twi_senti,mmaa wo asaase wei so wa te that said
8278,eeeeei yaw amponsah🔥🔥🔥🔥🔥🔥🔥🔥🔥,no sentiment,mixed,multilingual,asante_twi_senti,eeeeei yaw amponsah🔥🔥🔥🔥🔥🔥🔥🔥🔥
8297,wode volu zali a and you are shemi fi egan politics,no sentiment,mixed,multilingual,asante_twi_senti,wode volu zali a and you are shemi fi egan politics
8300,rebet saa na aka wo pesewas,multilingual,mixed,multilingual,asante_twi_senti,rebet saa na aka wo pesewas
8304,aahh where is yaa pono n samini 😂😂😂😂😂,no sentiment,mixed,multilingual,asante_twi_senti,aahh where is yaa pono n samini 😂😂😂😂😂
8307,i do saa nothing for me nana agyemang  bless me today 😥😥😥🙏🙏🙏god bless  stcomkehlxgz,multilingual,mixed,multilingual,asante_twi_senti,i do saa nothing for me nana agyemang bless me today 😥😥😥🙏🙏🙏god bless stcomkehlxgz
8343,asaase broadcasting company abc  accra,no sentiment,mixed,multilingual,asante_twi_senti,asaase broadcasting company abc accra
8345,oh laud  saa okodie no nie okodie,no sentiment,mixed,multilingual,asante_twi_senti,oh laud saa okodie no nie okodie
8355,he did  shows in  different places and sold them all out including the islington you mentioned na wode gyimi saa😂😂😂,positive & negative,mixed,multilingual,asante_twi_senti,he did shows in different places and sold them all out including the islington you mentioned na wode gyimi saa😂😂😂
8368,results aane do,no sentiment,mixed,multilingual,asante_twi_senti,results aane do
8395,akosua nocturnal 😂,no sentiment,mixed,multilingual,asante_twi_senti,akosua nocturnal 😂
8417,saa rasta wei ankasa we for lash am na be too funny 😂,positive & negative,mixed,multilingual,asante_twi_senti,saa rasta wei ankasa we for lash am na be too funny 😂
8432,are you readddyyyyy🥶🥶do you have the energy🙀🙀can you stand the heat of what’s comingggg🔥🔥🔥set your reminder⏰akwaaba bash is coming your way so get your kicks  ss it 🥳🥳🥳🥳🥳watch this spaceeee‼️‼️‼️akwaababash melssafamily  shnhdznpxm,non twi,mixed,multilingual,asante_twi_senti,are you readddyyyyy🥶🥶do you have the energy🙀🙀can you stand the heat of what’s comingggg🔥🔥🔥set your reminder⏰akwaaba bash is coming your way so get your kicks ss it 🥳🥳🥳🥳🥳watch this spaceeee‼️‼️‼️akwaababash melssafamily shnhdznpxm
8440,retweet my pinned tweet gimme atia ft yaa pono banku atiabanku,positive & negative,mixed,multilingual,asante_twi_senti,retweet my pinned tweet gimme atia ft yaa pono banku atiabanku
8457,i read the thing saa 😹😹😹,no sentiment,mixed,multilingual,asante_twi_senti,i read the thing saa 😹😹😹
8472,ghanas former chief justice,no sentiment,mixed,multilingual,asante_twi_senti,ghanas former chief justice
8486,nowplaying  yaw sarpong  ahobrase ft sarkodie amp asomafo on ghana music radio just tune in  sxzadyc follow   africanmusic onlineradioget the ghana music radio app on google play amp app store now,non twi,mixed,multilingual,asante_twi_senti,nowplaying yaw sarpong ahobrase ft sarkodie amp asomafo on ghana music radio just tune in sxzadyc follow africanmusic onlineradioget the ghana music radio app on google play amp app store now
8495,me duele todo,no sentiment,mixed,multilingual,asante_twi_senti,me duele todo
8512,you like violence o wo saa boy yi,non twi,mixed,multilingual,asante_twi_senti,you like violence o wo saa boy yi
8564,broke and proud exists lol its called stubborn proud 😂😂😂😂😂😂wonni kapr nso wɔwɔ vision bi 😂😂😂😂😂😂,positive & negative,mixed,multilingual,asante_twi_senti,broke and proud exists lol its called stubborn proud 😂😂😂😂😂😂wonni kapr nso wɔwɔ vision bi 😂😂😂😂😂😂
8589,thank you  for sharing this great piece with us we won’t stay apolitical that’s why we will still choose npp  in  but why will you call ndc fools you were their leader too oo anaa 🤔 pauseandsaysomething,positive & negative,mixed,multilingual,asante_twi_senti,thank you for sharing this great piece with us we won’t stay apolitical that’s why we will still choose npp in but why will you call ndc fools you were their leader too oo anaa 🤔 pauseandsaysomething
8590,why are the united and liverpool fans crying the were happy we had american owners anaa,positive & negative,mixed,multilingual,asante_twi_senti,why are the united and liverpool fans crying the were happy we had american owners anaa
8603,tech anaa😂😂,no sentiment,mixed,multilingual,asante_twi_senti,tech anaa😂😂
8605,scheme anaa s sen 😂😂😂,no sentiment,mixed,multilingual,asante_twi_senti,scheme anaa s sen 😂😂😂
8631,will u be my val 😅😂anaa wose ebi trap 🪤 😂,positive & negative,mixed,multilingual,asante_twi_senti,will u be my val 😅😂anaa wose ebi trap 🪤 😂
8642,anaa dubai,no sentiment,mixed,multilingual,asante_twi_senti,anaa dubai
8658,and  bus stop nkoaa  million old ghana cedisaden you will be giving breakfast and supper there anaais this the invictus 😒,positive & negative,mixed,multilingual,asante_twi_senti,and bus stop nkoaa million old ghana cedisaden you will be giving breakfast and supper there anaais this the invictus 😒
8682,mention his name eh anaa wo suro the yellow yellow ppl,positive & negative,mixed,multilingual,asante_twi_senti,mention his name eh anaa wo suro the yellow yellow ppl
8702,for the table anaa,no sentiment,mixed,multilingual,asante_twi_senti,for the table anaa
8726,ghamsu anaa,no sentiment,mixed,multilingual,asante_twi_senti,ghamsu anaa
8795,chelsea fo na mo expecti something different anaa,positive & negative,mixed,multilingual,asante_twi_senti,chelsea fo na mo expecti something different anaa
8805,kwaku  wada anaa wada dea sore  sulyiz,no sentiment,mixed,multilingual,asante_twi_senti,kwaku wada anaa wada dea sore sulyiz
8826,castle anaa school,no sentiment,mixed,multilingual,asante_twi_senti,castle anaa school
8848,ei you anaa😂,no sentiment,mixed,multilingual,asante_twi_senti,ei you anaa😂
8865,kotoko anaa hearts,no sentiment,mixed,multilingual,asante_twi_senti,kotoko anaa hearts
8869,hard disk anaa,no sentiment,mixed,multilingual,asante_twi_senti,hard disk anaa
8877,kofi kodzi anaa 🤣,no sentiment,mixed,multilingual,asante_twi_senti,kofi kodzi anaa 🤣
8925,tv always employ controversial people to work fr them oo esp onua tv tweaaaablack rasta nso y nipa😏,positive & negative,mixed,multilingual,asante_twi_senti,tv always employ controversial people to work fr them oo esp onua tv tweaaaablack rasta nso y nipa😏
8932,😂😂starch nso oo,no sentiment,mixed,multilingual,asante_twi_senti,😂😂starch nso oo
8940,mills givt had to look for money and start the ssssmahama later in  has to look for money to settle kuffours matured eurobondwei nso erhhh,positive & negative,mixed,multilingual,asante_twi_senti,mills givt had to look for money and start the ssssmahama later in has to look for money to settle kuffours matured eurobondwei nso erhhh
8962,kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,positive & negative,mixed,multilingual,asante_twi_senti,kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂
8965,over here de mena me control boys de mka na y final obiaa nni choice 💙👿,positive & negative,mixed,multilingual,asante_twi_senti,over here de mena me control boys de mka na y final obiaa nni choice 💙👿
8971,ghanaian proverb bɛntoa nni kaprɛ nso trumu akɛseɛ na odi,no sentiment,mixed,multilingual,asante_twi_senti,ghanaian proverb bɛntoa nni kaprɛ nso trumu akɛseɛ na odi
8980,kai d kai oh ghanaians d dabi dabi,positive & negative,mixed,multilingual,asante_twi_senti,kai d kai oh ghanaians d dabi dabi
8992,aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  soikinbyrw,positive & negative,mixed,multilingual,asante_twi_senti,aybi da let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏 soikinbyrw
8995,aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sduzoi,positive & negative,mixed,multilingual,asante_twi_senti,aybi da let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏 sduzoi
8998,doc my woman experiences all plus lower abdominal pains at first they said she had candidiasis buh we have treated it saa no results,no sentiment,mixed,multilingual,asante_twi_senti,doc my woman experiences all plus lower abdominal pains at first they said she had candidiasis buh we have treated it saa no results
9001,ya nante saa ama yeni nkosua aye brown…still grinding,positive & negative,mixed,multilingual,asante_twi_senti,ya nante saa ama yeni nkosua aye brown…still grinding
9002,and who said pastors cant relate with things like football im a pure united fan and do like bruno but lets set records straight hes game yesterday was not up to the standard we know of him they lose the team loses u guys stop singling out players na mu p saa dodo,no sentiment,mixed,multilingual,asante_twi_senti,and who said pastors cant relate with things like football im a pure united fan and do like bruno but lets set records straight hes game yesterday was not up to the standard we know of him they lose the team loses u guys stop singling out players na mu p saa dodo
9009,ohh💔 dabro saa ne sister no na ɔyɛ me deɛ o ɔyɛ nipa bia,positive & negative,mixed,multilingual,asante_twi_senti,ohh💔 dabro saa ne sister no na ɔyɛ me deɛ o ɔyɛ nipa bia
9016,bro i tweet saa,no sentiment,mixed,multilingual,asante_twi_senti,bro i tweet saa
9020,ghana yesu i have engaged in ur giveaway saa but no avail☹️☹️😟😟 pls bless me this morning,positive & negative,mixed,multilingual,asante_twi_senti,ghana yesu i have engaged in ur giveaway saa but no avail☹️☹️😟😟 pls bless me this morning
9023,saa ppp alanforallafa,no sentiment,mixed,multilingual,asante_twi_senti,saa ppp alanforallafa
9039,i have been searching for it on telegram saa 😂,no sentiment,mixed,multilingual,asante_twi_senti,i have been searching for it on telegram saa 😂
9046,she has been saying it saa,no sentiment,mixed,multilingual,asante_twi_senti,she has been saying it saa
9047,so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa,positive & negative,mixed,multilingual,asante_twi_senti,so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa
9049,menni watm ohh naa menny saa di matm s de wop biaa sweetheart,positive & negative,mixed,multilingual,asante_twi_senti,menni watm ohh naa menny saa di matm s de wop biaa sweetheart
9054,ohh really saa i think he was our best player without scientific data source he deserves the award,positive & negative,mixed,multilingual,asante_twi_senti,ohh really saa i think he was our best player without scientific data source he deserves the award
9075,aba saa 🎶  dr paa bobo,no sentiment,mixed,multilingual,asante_twi_senti,aba saa 🎶 dr paa bobo
9087,eeii saa pls wheres yesterdays behind the scenes bro,no sentiment,mixed,multilingual,asante_twi_senti,eeii saa pls wheres yesterdays behind the scenes bro
9090,i’m more than what she is saying but mabr saa girl nu 🤣🤣🤣lol,positive & negative,mixed,multilingual,asante_twi_senti,i’m more than what she is saying but mabr saa girl nu 🤣🤣🤣lol
9098,a saa na im waiting for it gh will sort me out for the morning just that for koko  for waakye  for banku and more meat 😂 💔,no sentiment,mixed,multilingual,asante_twi_senti,a saa na im waiting for it gh will sort me out for the morning just that for koko for waakye for banku and more meat 😂 💔
9102,whenever you buy gɔbɛ dont but  but buy ₵ saa two,no sentiment,mixed,multilingual,asante_twi_senti,whenever you buy gɔbɛ dont but but buy ₵ saa two
9105,i work oo and i hadnt slept the night before bruh i sit work saa till end of day i no go lunch self 🤣,no sentiment,mixed,multilingual,asante_twi_senti,i work oo and i hadnt slept the night before bruh i sit work saa till end of day i no go lunch self 🤣
9116,i have been tweeting this saa oo super pls see me through   svuaqdyt,positive & negative,mixed,multilingual,asante_twi_senti,i have been tweeting this saa oo super pls see me through svuaqdyt
9118,one one saa then it’s time for the final exam,no sentiment,mixed,multilingual,asante_twi_senti,one one saa then it’s time for the final exam
9122,twi versionna me se ninpɔn agya kankam dacosta yɛ ɛkane mfinfini mantɛm soafoɔ ɛwɔ hilla limann pɛn so wabusua mu hwan na aduru saa mpɛnpɛnsoɔ wei wanim sɛ mfutu kwan,no sentiment,mixed,multilingual,asante_twi_senti,twi versionna me se ninpɔn agya kankam dacosta yɛ ɛkane mfinfini mantɛm soafoɔ ɛwɔ hilla limann pɛn so wabusua mu hwan na aduru saa mpɛnpɛnsoɔ wei wanim sɛ mfutu kwan
9151,the one thing i really like about rodrygo  he is more direct and looks for the fastest route to goal but vinicius de daabi showboating saa he can’t even shoot with his left 🤦🏽‍♂️,positive & negative,mixed,multilingual,asante_twi_senti,the one thing i really like about rodrygo he is more direct and looks for the fastest route to goal but vinicius de daabi showboating saa he can’t even shoot with his left 🤦🏽‍♂️
9159,there is no way i will insult your parents because am sensible thanks aunty gyimie saa,positive & negative,mixed,multilingual,asante_twi_senti,there is no way i will insult your parents because am sensible thanks aunty gyimie saa
9169,saa how u will do it,no sentiment,mixed,multilingual,asante_twi_senti,saa how u will do it
9170,kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,no sentiment,mixed,multilingual,asante_twi_senti,kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂
9175,yes ooo around pm bi saa no,no sentiment,mixed,multilingual,asante_twi_senti,yes ooo around pm bi saa no
9182,credit the commentator na mu pɛ saa,positive & negative,mixed,multilingual,asante_twi_senti,credit the commentator na mu pɛ saa
9204,matron mabr saa but nyame adom nti m’ay fit biom,positive & negative,mixed,multilingual,asante_twi_senti,matron mabr saa but nyame adom nti m’ay fit biom
9215,ayooo korso saa but  you get nyash ooo ☺️🤣🤣🤣🤣,positive & negative,mixed,multilingual,asante_twi_senti,ayooo korso saa but you get nyash ooo ☺️🤣🤣🤣🤣
9241,me wfaase adepa homework na mo de abto ha saa no🤣,no sentiment,mixed,multilingual,asante_twi_senti,me wfaase adepa homework na mo de abto ha saa no🤣
9242,hmmm saa boy wei cy lost soul oo😂😂😂 i’m surprised it’s not,positive & negative,mixed,multilingual,asante_twi_senti,hmmm saa boy wei cy lost soul oo😂😂😂 i’m surprised it’s not
9254,flow ne melodies no me de b ma mo back to back saa,no sentiment,mixed,multilingual,asante_twi_senti,flow ne melodies no me de b ma mo back to back saa
9259,na mo capo abeiku santana no saa na ote ohh… there’s no “wopre” with what he is doing,positive & negative,mixed,multilingual,asante_twi_senti,na mo capo abeiku santana no saa na ote ohh… there’s no “wopre” with what he is doing
9264,i barb but my point is some want u to move almost immediately even if they can see it’s not convenient for u like maybe there’s another car blocking u in the other lane one time one driver did that and i intentionally blocked him saa until he changed direction,no sentiment,mixed,multilingual,asante_twi_senti,i barb but my point is some want u to move almost immediately even if they can see it’s not convenient for u like maybe there’s another car blocking u in the other lane one time one driver did that and i intentionally blocked him saa until he changed direction
9265,wo di gyimii saa ei 🔥u are not musician u are ghanaian comedian keep the funnys video coming ebia u can be a hit on tiktok 🤣🤣,positive & negative,mixed,multilingual,asante_twi_senti,wo di gyimii saa ei 🔥u are not musician u are ghanaian comedian keep the funnys video coming ebia u can be a hit on tiktok 🤣🤣
9287,i thought you loved us mnfa saa mmba waii,positive & negative,mixed,multilingual,asante_twi_senti,i thought you loved us mnfa saa mmba waii
9292,very soon her prayers will mame bi saa,positive & negative,mixed,multilingual,asante_twi_senti,very soon her prayers will mame bi saa
9318,hahaha yaw gyae saa the clubs spending more than liverpool should tickle your curiosity a little and elicit and deeper analysis in fact liverpool fans can forgiven for acting that way 🤣🤣🤣 wei nkoaa de you cant gag us,positive & negative,mixed,multilingual,asante_twi_senti,hahaha yaw gyae saa the clubs spending more than liverpool should tickle your curiosity a little and elicit and deeper analysis in fact liverpool fans can forgiven for acting that way 🤣🤣🤣 wei nkoaa de you cant gag us
9330,meetings saa na  suiq,no sentiment,mixed,multilingual,asante_twi_senti,meetings saa na suiq
9331,yeah they didn’t give us youtube live so i enjoyed the recorded one no saa,no sentiment,mixed,multilingual,asante_twi_senti,yeah they didn’t give us youtube live so i enjoyed the recorded one no saa
9338,🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊 din bi woho 🔊 by soul winners  🔛 thecalling 🛐w 🇬🇭 best urban 📻,no sentiment,mixed,multilingual,asante_twi_senti,🔥j u s t d r o p p e d🔥 🔊 din bi woho 🔊 by soul winners 🔛 thecalling 🛐w 🇬🇭 best urban 📻
9341,🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊 ne din ne yesu 🔊 by juliet antwi amoah 🔛 thecalling 🛐w 🇬🇭 best urban 📻,no sentiment,mixed,multilingual,asante_twi_senti,🔥j u s t d r o p p e d🔥 🔊 ne din ne yesu 🔊 by juliet antwi amoah 🔛 thecalling 🛐w 🇬🇭 best urban 📻
9343,🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊  mebo wo din daa🔊 by daughters of glorious jesus 🔛 shoutsony 🗣 w x  🇬🇭 best urban 📻,no sentiment,mixed,multilingual,asante_twi_senti,🔥j u s t d r o p p e d🔥 🔊 mebo wo din daa🔊 by daughters of glorious jesus 🔛 shoutsony 🗣 w x 🇬🇭 best urban 📻
9353,kennedy didi ne papa din ho…as kennedy y billionaire 😊,positive & negative,mixed,multilingual,asante_twi_senti,kennedy didi ne papa din ho…as kennedy y billionaire 😊
9356,callusdid you know that you can install a solar water heater in your home or business and save money on monthly billscall the din engineering at ± amp learn more about saving money while using cleanenergy 👇👇👇  ssvw,no sentiment,mixed,multilingual,asante_twi_senti,callusdid you know that you can install a solar water heater in your home or business and save money on monthly billscall the din engineering at ± amp learn more about saving money while using cleanenergy 👇👇👇 ssvw
9359,ankasa yɛ bɛfa plans,no sentiment,mixed,multilingual,asante_twi_senti,ankasa yɛ bɛfa plans
9368,you get the information about the whereabout of atsu anaa,no sentiment,mixed,multilingual,asante_twi_senti,you get the information about the whereabout of atsu anaa
9382,vodafone sim anaa din,no sentiment,mixed,multilingual,asante_twi_senti,vodafone sim anaa din
9389,twitter anaa,no sentiment,mixed,multilingual,asante_twi_senti,twitter anaa
9396,adn despite se op president anaa,positive & negative,mixed,multilingual,asante_twi_senti,adn despite se op president anaa
9398,some story be anaa,no sentiment,mixed,multilingual,asante_twi_senti,some story be anaa
9402,but geovani wo ti so ooowisdom nkoaa anaa me boa🤣,positive & negative,mixed,multilingual,asante_twi_senti,but geovani wo ti so ooowisdom nkoaa anaa me boa🤣
9405,but he managed excape anaa,positive & negative,mixed,multilingual,asante_twi_senti,but he managed excape anaa
9407,wo hsprre something different anaa,no sentiment,mixed,multilingual,asante_twi_senti,wo hsprre something different anaa
9412,which subject do you teach please anaa all subjects,no sentiment,mixed,multilingual,asante_twi_senti,which subject do you teach please anaa all subjects
9413,days anaa,no sentiment,mixed,multilingual,asante_twi_senti,days anaa
