id,text,label,language,dataset_type,dataset,clean_text,split
8976,so you’re not shy posting a whole veep campaigning on such road gh de oo dabi,negative,mixed,multilingual,asante_twi_senti,so you’re not shy posting a whole veep campaigning on such road gh de oo dabi,train
3081,“w?nom nni nyansa baako sei”,negative,twi,monolingual,asante_twi_senti,“w?nom nni nyansa baako sei”,train
4780,aden ta na mframa no nkc wo mu saa na y gyimi ey,negative,twi,monolingual,asante_twi_senti,aden ta na mframa no nkc wo mu saa na y gyimi ey,dev
6522,why secof abi black anaa what…🥲,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,why secof abi black anaa what…🥲,train
2495,ak?kora a ?nni aho?den no na ?ny? ne yere ap?t?yowa mu,positive,twi,monolingual,asante_twi_senti,ak?kora a ?nni aho?den no na ?ny? ne yere ap?t?yowa mu,train
4067,eiiiii saa,neutral,twi,monolingual,asante_twi_senti,eiiiii saa,test
5325,yare? s?e akyeafo?,positive,twi,monolingual,asante_twi_senti,yare? s?e akyeafo?,train
4473,dabi dabi asem nti,neutral,twi,monolingual,asante_twi_senti,dabi dabi asem nti,dev
8837,they sent you my house people send you anaa 👀,neutral,mixed,multilingual,asante_twi_senti,they sent you my house people send you anaa 👀,train
5548,wo ne ?kraman b? abusua a nisuo mpa wani ase da,positive,twi,monolingual,asante_twi_senti,wo ne ?kraman b? abusua a nisuo mpa wani ase da,dev
1254,bra panyin medi wakyi wai    medi wakyi di makyi bi wai,positive,twi,monolingual,asante_twi_senti,bra panyin medi wakyi wai medi wakyi di makyi bi wai,train
4732,gyimie saa,negative,twi,monolingual,asante_twi_senti,gyimie saa,train
5687,medaase woreyi obi ay? a wotwer? no mmo mo y? wo dodokabea enyeresi mu ?kyer? you no,positive,twi,monolingual,asante_twi_senti,medaase woreyi obi ay? a wotwer? no mmo mo y? wo dodokabea enyeresi mu ?kyer? you no,dev
4883,woamma wo y?nko antwa ank? a wo nso wontwa nk?duru,positive,twi,monolingual,asante_twi_senti,woamma wo y?nko antwa ank? a wo nso wontwa nk?duru,train
6653,but what efya said about blakk rasta eno be that bad she has an opinion and she leashed it anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,but what efya said about blakk rasta eno be that bad she has an opinion and she leashed it anaa,train
4678,?mo b? br? saa,negative,twi,monolingual,asante_twi_senti,?mo b? br? saa,train
5171,s? y?de gya wo a na y?de asoa wo,positive,twi,monolingual,asante_twi_senti,s? y?de gya wo a na y?de asoa wo,train
158,?? ?? ??  ?to? de? ?y?,positive,twi,monolingual,asante_twi_senti,?? ?? ?? ?to? de? ?y?,train
3188,saa na ?te? ?nna akok? sa kyer? akr?ma s? d?en ara a ?nny? ne f?,negative,twi,monolingual,asante_twi_senti,saa na ?te? ?nna akok? sa kyer? akr?ma s? d?en ara a ?nny? ne f?,train
5371,why are most of akan proverbs based on animals can we gain any wisdom that way  i would hope,neutral,twi,monolingual,asante_twi_senti,why are most of akan proverbs based on animals can we gain any wisdom that way i would hope,dev
8282,alpha hour na ayɛ dɛ saa no 🔥🔥😄😄😄🙏🏾🙏🏾👌🏾👌🏾👌🏾💯💯💯 alphahour february opendoor mercy,positive,mixed,multilingual,asante_twi_senti,alpha hour na ayɛ dɛ saa no 🔥🔥😄😄😄🙏🏾🙏🏾👌🏾👌🏾👌🏾💯💯💯 alphahour february opendoor mercy,train
980,nsuo awe ama ?ka ho ada h?,positive,twi,monolingual,asante_twi_senti,nsuo awe ama ?ka ho ada h?,train
6615,the friendly match no dem play am for ejisu anaa  😂😂shame,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,the friendly match no dem play am for ejisu anaa 😂😂shame,test
456,baako p nso oo ??,neutral,twi,monolingual,asante_twi_senti,baako p nso oo ??,test
1841,wfa mipaakyw nyame adom mi ho y   yaa ?buru aho?f? ?te s?n  wfa maakye,positive,twi,monolingual,asante_twi_senti,wfa mipaakyw nyame adom mi ho y yaa ?buru aho?f? ?te s?n wfa maakye,train
4829,de s onnim nyansa anaa me boa,negative,twi,monolingual,asante_twi_senti,de s onnim nyansa anaa me boa,train
6011,s man b bra aa na y kelewele na ay 😒,negative,ghanaian_pidgin,pidgin,asante_twi_senti,s man b bra aa na y kelewele na ay 😒,dev
3484,ananse a ?mp? anwene bi anwene na ?nwene ?kwantemp?n mu,neutral,twi,monolingual,asante_twi_senti,ananse a ?mp? anwene bi anwene na ?nwene ?kwantemp?n mu,dev
870,ahunu bi p?n nti na aserewa regyegye ne ba kro a na w?atwa nani ahw? nky?n,positive,twi,monolingual,asante_twi_senti,ahunu bi p?n nti na aserewa regyegye ne ba kro a na w?atwa nani ahw? nky?n,train
2413,de? y?de asoa wo? mu y?duru sene wo a ?b?y? d?n na ?mmu wo k?n mu,positive,twi,monolingual,asante_twi_senti,de? y?de asoa wo? mu y?duru sene wo a ?b?y? d?n na ?mmu wo k?n mu,train
7724,hey ma twi friendwoho tesn   nnipabɔnesɛm nti na yɛkyɛɛ din,positive,mixed,multilingual,asante_twi_senti,hey ma twi friendwoho tesn nnipabɔnesɛm nti na yɛkyɛɛ din,train
1628,?na y?ntwer? kr?mo na ?mom kramo “  o saaa min nim da okay ”,positive,twi,monolingual,asante_twi_senti,?na y?ntwer? kr?mo na ?mom kramo “ o saaa min nim da okay ”,train
182,wo saa boy wei ankasa wabodam pen,negative,twi,monolingual,asante_twi_senti,wo saa boy wei ankasa wabodam pen,train
4561,saa ny? rastaman biara na nim nyansa,negative,twi,monolingual,asante_twi_senti,saa ny? rastaman biara na nim nyansa,dev
8912,black queen nso ye coach ye broniasem bei koraa ni,negative,mixed,multilingual,asante_twi_senti,black queen nso ye coach ye broniasem bei koraa ni,dev
2379,mma ?nsuro hwee woresua “   wei di mawu oo??????”,positive,twi,monolingual,asante_twi_senti,mma ?nsuro hwee woresua “ wei di mawu oo??????”,train
2224,“ obi tan wo a ?nte wo as?m ase”,positive,twi,monolingual,asante_twi_senti,“ obi tan wo a ?nte wo as?m ase”,train
3989,ei yaa ??,neutral,twi,monolingual,asante_twi_senti,ei yaa ??,test
1620,ohia na ?ma ?kanni y? aboa,positive,twi,monolingual,asante_twi_senti,ohia na ?ma ?kanni y? aboa,train
8234,enti bottles no nyinaa saa na mo k firi nsa w bar,negative,mixed,multilingual,asante_twi_senti,enti bottles no nyinaa saa na mo k firi nsa w bar,train
6582,why wah really happen beno  some artist do you yawa anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,why wah really happen beno some artist do you yawa anaa,dev
8711,na me er anaa no lie🫠,neutral,mixed,multilingual,asante_twi_senti,na me er anaa no lie🫠,test
2983,wosoa nsuo soa nsã a na wohunu de? ?mu y? duru,neutral,twi,monolingual,asante_twi_senti,wosoa nsuo soa nsã a na wohunu de? ?mu y? duru,train
7271,na wo nso at club beer🤣🤣,neutral,mixed,multilingual,asante_twi_senti,na wo nso at club beer🤣🤣,train
1525,mmo way? ade? “ mepa wotchew mensu medi wakyi    medi wakyi di makyi bi wai”,positive,twi,monolingual,asante_twi_senti,mmo way? ade? “ mepa wotchew mensu medi wakyi medi wakyi di makyi bi wai”,train
3642,anene br?fo din ne de?n,neutral,twi,monolingual,asante_twi_senti,anene br?fo din ne de?n,test
8573,chairman wo nso wo ka bi boi,negative,mixed,multilingual,asante_twi_senti,chairman wo nso wo ka bi boi,train
2128,bueiiiiwano ati waii,positive,twi,monolingual,asante_twi_senti,bueiiiiwano ati waii,test
2130,wfa maakye    ei me w?faase yi wo wer? afiri me w?fa maakye mpo b? me,positive,twi,monolingual,asante_twi_senti,wfa maakye ei me w?faase yi wo wer? afiri me w?fa maakye mpo b? me,train
8979,kurasni… is it the first time there has been a collabo with the song a late artist  modi moagyimi ooo oh dabi  kurasenisem wo moaniso dodo,negative,mixed,multilingual,asante_twi_senti,kurasni… is it the first time there has been a collabo with the song a late artist modi moagyimi ooo oh dabi kurasenisem wo moaniso dodo,train
2194,no de nokware,positive,twi,monolingual,asante_twi_senti,no de nokware,train
507,hahahaha mipawotsw may wai    medi wakyi di makyi bi wai,positive,twi,monolingual,asante_twi_senti,hahahaha mipawotsw may wai medi wakyi di makyi bi wai,train
287,ahh na wei nso erhh,neutral,twi,monolingual,asante_twi_senti,ahh na wei nso erhh,dev
6499,aaaaaaa whats wrong with you  wagyimi anaa  you think we play with everything eeeepray pray and pray more that none of this happens to you,negative,ghanaian_pidgin,pidgin,asante_twi_senti,aaaaaaa whats wrong with you wagyimi anaa you think we play with everything eeeepray pray and pray more that none of this happens to you,train
5292,nyansa bunu mu ne mate masie,negative,twi,monolingual,asante_twi_senti,nyansa bunu mu ne mate masie,test
3610,sr?sr?bidie ny? kor?nob?,positive,twi,monolingual,asante_twi_senti,sr?sr?bidie ny? kor?nob?,train
3979,saa fulani nu ankasa ????????,neutral,twi,monolingual,asante_twi_senti,saa fulani nu ankasa ????????,train
3805,saa mmom,neutral,twi,monolingual,asante_twi_senti,saa mmom,train
6462,ei twilight dey handle this account anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,ei twilight dey handle this account anaa,train
4964,akyea a na ?mmue?,positive,twi,monolingual,asante_twi_senti,akyea a na ?mmue?,train
9306,being a muslim is not easy ooma fee me to saa sesia mframa kraa egyina me yem 😂💔💔,negative,mixed,multilingual,asante_twi_senti,being a muslim is not easy ooma fee me to saa sesia mframa kraa egyina me yem 😂💔💔,train
4645,hahahaha saa,neutral,twi,monolingual,asante_twi_senti,hahahaha saa,train
5621,papafo? moahw? mo yerenom na moatete mo mma nyinaa no y?ma mo ammo nn? papafo?dapa,positive,twi,monolingual,asante_twi_senti,papafo? moahw? mo yerenom na moatete mo mma nyinaa no y?ma mo ammo nn? papafo?dapa,train
8127,medaase ill work on it 🙏🏾,positive,mixed,multilingual,asante_twi_senti,medaase ill work on it 🙏🏾,train
9072,some folks just walk straight to the polling station collect the ballot paper and thump print without thinkinggymiii saa 😏,negative,mixed,multilingual,asante_twi_senti,some folks just walk straight to the polling station collect the ballot paper and thump print without thinkinggymiii saa 😏,train
7663,mepakyw meny gay lol   mikenkansah medi wakyi di makyi bi wai,positive,mixed,multilingual,asante_twi_senti,mepakyw meny gay lol mikenkansah medi wakyi di makyi bi wai,train
6344,you chop waakye anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,you chop waakye anaa,train
420,ne tw? na aprinti saa nu,negative,twi,monolingual,asante_twi_senti,ne tw? na aprinti saa nu,train
2910,y?nkyekyere nyansa nk?kyer? ananse,positive,twi,monolingual,asante_twi_senti,y?nkyekyere nyansa nk?kyer? ananse,train
8957,aquarius nso de anka desert fa meho bn but we meuve😂 thanks habibi,positive,mixed,multilingual,asante_twi_senti,aquarius nso de anka desert fa meho bn but we meuve😂 thanks habibi,train
7900,lmfaoi see cc  😂😂😂  wonni sika a wose nsa nyɛ dɛ,positive,mixed,multilingual,asante_twi_senti,lmfaoi see cc 😂😂😂 wonni sika a wose nsa nyɛ dɛ,train
10,nigeria nso erh,neutral,twi,monolingual,asante_twi_senti,nigeria nso erh,test
9203,small small saa na afa🔥🔥😉,positive,mixed,multilingual,asante_twi_senti,small small saa na afa🔥🔥😉,train
7084,good morning bra this morning i dont understand you oo its not by force for everybody to see stonebowy as hero some of us  our hero is    daybreakhitz,positive,mixed,multilingual,asante_twi_senti,good morning bra this morning i dont understand you oo its not by force for everybody to see stonebowy as hero some of us our hero is daybreakhitz,train
2762,?kwantufo? a ?taa so? faako ho y? mfonoe? ?ma w?bu no animtia,positive,twi,monolingual,asante_twi_senti,?kwantufo? a ?taa so? faako ho y? mfonoe? ?ma w?bu no animtia,test
276,wagyimi nti babiara wode k?,negative,twi,monolingual,asante_twi_senti,wagyimi nti babiara wode k?,train
8335,my aunt asked me recently where i dey work i tell am say silverbird cinemas and she just sighed and said nana kwame a na onim ade saa no cinemashit get to me but i wave am off listening to the song just trigger so muchsighs in french,positive,mixed,multilingual,asante_twi_senti,my aunt asked me recently where i dey work i tell am say silverbird cinemas and she just sighed and said nana kwame a na onim ade saa no cinemashit get to me but i wave am off listening to the song just trigger so muchsighs in french,train
8555,but empire can still get him anaa,neutral,mixed,multilingual,asante_twi_senti,but empire can still get him anaa,train
4762,abeiku p saa dodo ????,negative,twi,monolingual,asante_twi_senti,abeiku p saa dodo ????,test
6205,aaah u koraa why cuzz dis morning u dey broke boys our top saa wosop😂😂😂,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,aaah u koraa why cuzz dis morning u dey broke boys our top saa wosop😂😂😂,train
7643,saa saa saa na wu si lie bn,positive,mixed,multilingual,asante_twi_senti,saa saa saa na wu si lie bn,dev
8945,so black rasta wanted bob marley to feature him to go and sing maata tui maata fosh… radio presenter nso derr anka wo derr ne “ ladies and gentlemen welcome live our drive time”,negative,mixed,multilingual,asante_twi_senti,so black rasta wanted bob marley to feature him to go and sing maata tui maata fosh… radio presenter nso derr anka wo derr ne “ ladies and gentlemen welcome live our drive time”,train
4407,??????na wei nso erh,negative,twi,monolingual,asante_twi_senti,??????na wei nso erh,train
5406,nnaase nyinaa w? ?twediamp?n,positive,twi,monolingual,asante_twi_senti,nnaase nyinaa w? ?twediamp?n,test
1395,?kraman nyaa y? a anka ?de ne ba b?di nsesa agye dompe na ?nso mehunuu y? anka ?no na ?maa keewuo sh?? ne ho ak?mfo,positive,twi,monolingual,asante_twi_senti,?kraman nyaa y? a anka ?de ne ba b?di nsesa agye dompe na ?nso mehunuu y? anka ?no na ?maa keewuo sh?? ne ho ak?mfo,test
8947,eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,neutral,mixed,multilingual,asante_twi_senti,eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too moo saa dodo,train
5188,gyae atet?atet? na y?nyae wo s? hwan nihwan ni,negative,twi,monolingual,asante_twi_senti,gyae atet?atet? na y?nyae wo s? hwan nihwan ni,test
2073,?te s?n,positive,twi,monolingual,asante_twi_senti,?te s?n,dev
8831,why twitter web anaa 😅,neutral,mixed,multilingual,asante_twi_senti,why twitter web anaa 😅,test
6053,sons of dr osei kwame despite stepped in clean for his st birthday celebration yesterday 📸  no copyright infringement intended all rights and credits are reserved for the rightful owners,positive,ghanaian_pidgin,pidgin,asante_twi_senti,sons of dr osei kwame despite stepped in clean for his st birthday celebration yesterday 📸 no copyright infringement intended all rights and credits are reserved for the rightful owners,train
2340,s? aware? ?y? d? o s? ?y? nwono o de? wak? naware? na ?nim,positive,twi,monolingual,asante_twi_senti,s? aware? ?y? d? o s? ?y? nwono o de? wak? naware? na ?nim,dev
3823,wo di gyimii saa ????,negative,twi,monolingual,asante_twi_senti,wo di gyimii saa ????,train
1206,twi atimtimde? wohia nyinaa ni twa ne? ?hia na fa tim wo atwer? mu ???? “  sn na wo tweeti wo twi me pes me ye bi”,positive,twi,monolingual,asante_twi_senti,twi atimtimde? wohia nyinaa ni twa ne? ?hia na fa tim wo atwer? mu ???? “ sn na wo tweeti wo twi me pes me ye bi”,train
3603,?yere te s?  kuntu wode kata wo so a wo ho keka wo woyi gu h?  nso a aw?  de wo,neutral,twi,monolingual,asante_twi_senti,?yere te s? kuntu wode kata wo so a wo ho keka wo woyi gu h? nso a aw? de wo,dev
5958,asekyer? ma onipa ani bere,positive,twi,monolingual,asante_twi_senti,asekyer? ma onipa ani bere,train
8924,ah 😂😂 ne me nya bi first person nso o,neutral,mixed,multilingual,asante_twi_senti,ah 😂😂 ne me nya bi first person nso o,test
8273,so upon all this beauty u saa support chelsea then u are blessed sweetheart❤❤❤💙💙💙,positive,mixed,multilingual,asante_twi_senti,so upon all this beauty u saa support chelsea then u are blessed sweetheart❤❤❤💙💙💙,train
2672,?nkyene nkamfo ne ho,positive,twi,monolingual,asante_twi_senti,?nkyene nkamfo ne ho,train
4910,?y? nokor? paa,positive,twi,monolingual,asante_twi_senti,?y? nokor? paa,train
8017,daabi o “ chaleu gt ghanaian language keyboard or wat   ohia yɛdi no wɔ fie na yɛnni no w,positive,mixed,multilingual,asante_twi_senti,daabi o “ chaleu gt ghanaian language keyboard or wat ohia yɛdi no wɔ fie na yɛnni no w,train
65,aba no saa,neutral,twi,monolingual,asante_twi_senti,aba no saa,train
8475,after increasing your prices by heart no you still want us to add showmaxadɛn na mo te saawe just go shun dey subscribe serf cos  deɛ ɛdɔɔsowe kuku go buy data take stream matches cos thats virtually all our dstv subscription is worthshame,negative,mixed,multilingual,asante_twi_senti,after increasing your prices by heart no you still want us to add showmaxadɛn na mo te saawe just go shun dey subscribe serf cos deɛ ɛdɔɔsowe kuku go buy data take stream matches cos thats virtually all our dstv subscription is worthshame,train
502,ny no na ydetua,positive,twi,monolingual,asante_twi_senti,ny no na ydetua,train
4755,saa p?p??p?,neutral,twi,monolingual,asante_twi_senti,saa p?p??p?,train
5843,akosua mm? mmusuo mma akua mfa,positive,twi,monolingual,asante_twi_senti,akosua mm? mmusuo mma akua mfa,train
5239,?? nana akufoaddo na y?reb? mmeranee saa no,neutral,twi,monolingual,asante_twi_senti,?? nana akufoaddo na y?reb? mmeranee saa no,train
280,eeeii bra emma ??????,neutral,twi,monolingual,asante_twi_senti,eeeii bra emma ??????,train
1789,opanyin obeng me ma wo aha,positive,twi,monolingual,asante_twi_senti,opanyin obeng me ma wo aha,train
1334,“wo nk?so? gyina wo ara wo mm?denmm? so,positive,twi,monolingual,asante_twi_senti,“wo nk?so? gyina wo ara wo mm?denmm? so,test
4435,liverpool nso eeei,negative,twi,monolingual,asante_twi_senti,liverpool nso eeei,train
1808,akyekyede? se nsa k? nsa aba,positive,twi,monolingual,asante_twi_senti,akyekyede? se nsa k? nsa aba,test
7484,wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,negative,mixed,multilingual,asante_twi_senti,wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,train
2687,mmer?k?nsono a adi kan w? ab? ho na ?dane mpapa,positive,twi,monolingual,asante_twi_senti,mmer?k?nsono a adi kan w? ab? ho na ?dane mpapa,dev
5734,?pono bi mu to a ?pono bi bue,positive,twi,monolingual,asante_twi_senti,?pono bi mu to a ?pono bi bue,train
1699,“ aboa a ?seb? antumi ankye no anwe no ?kra mfa no fo”,positive,twi,monolingual,asante_twi_senti,“ aboa a ?seb? antumi ankye no anwe no ?kra mfa no fo”,train
9125,saa ɛneɛ you have luck paa,positive,mixed,multilingual,asante_twi_senti,saa ɛneɛ you have luck paa,test
4377,?????? na wosei so o nso awiey no ??,neutral,twi,monolingual,asante_twi_senti,?????? na wosei so o nso awiey no ??,dev
5776,ananse se asantrofi s? s? wob?hw? adua so a hw? so nanso s? wob?di nkorowa hene nso a hw? so di nkyer?ase? w?,neutral,twi,monolingual,asante_twi_senti,ananse se asantrofi s? s? wob?hw? adua so a hw? so nanso s? wob?di nkorowa hene nso a hw? so di nkyer?ase? w?,train
8036,its nsia actually  aduonum nsia   ɛnɛ  ɔbɛnim  yɛ mfie aduonum enum a ghana nyaa fawohodie,positive,mixed,multilingual,asante_twi_senti,its nsia actually aduonum nsia ɛnɛ ɔbɛnim yɛ mfie aduonum enum a ghana nyaa fawohodie,dev
5678,?b?d? mu nni akyamfo?,positive,twi,monolingual,asante_twi_senti,?b?d? mu nni akyamfo?,train
3886,aduane na wanoa no akornor saa no????,positive,twi,monolingual,asante_twi_senti,aduane na wanoa no akornor saa no????,train
9081,rasta man na woy emotional saa no 😂😂😂,negative,mixed,multilingual,asante_twi_senti,rasta man na woy emotional saa no 😂😂😂,train
8531,🤣🤣empty barrels dier saa,negative,mixed,multilingual,asante_twi_senti,🤣🤣empty barrels dier saa,train
6549,unless bamboowe fit bamboo amanaa the bamboo too one still no be ghana 😅😅😅,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,unless bamboowe fit bamboo amanaa the bamboo too one still no be ghana 😅😅😅,train
2297,?n? kwasie yi mede nyankop?n nhyira ma mo nyinaa nadom nti obiara ?nya asomdwoe? mmere biara,positive,twi,monolingual,asante_twi_senti,?n? kwasie yi mede nyankop?n nhyira ma mo nyinaa nadom nti obiara ?nya asomdwoe? mmere biara,train
875,gye nyame mensuro obiara,positive,twi,monolingual,asante_twi_senti,gye nyame mensuro obiara,test
9425,its normal anaa,neutral,mixed,multilingual,asante_twi_senti,its normal anaa,train
8070,twi nsɛmfua a wohia no ni ɛɔɛɔ kora  na woretwerɛ a na woatwitwa atimtim mu   how can i get that twi keyboard,positive,mixed,multilingual,asante_twi_senti,twi nsɛmfua a wohia no ni ɛɔɛɔ kora na woretwerɛ a na woatwitwa atimtim mu how can i get that twi keyboard,train
9394,youre tweeting too much aden broken heart catch u anaa😂😂😂💔,negative,mixed,multilingual,asante_twi_senti,youre tweeting too much aden broken heart catch u anaa😂😂😂💔,train
8882,brekum chelsea anaa,neutral,mixed,multilingual,asante_twi_senti,brekum chelsea anaa,train
614,yoo mati    medi wakyi di makyi bi wai,positive,twi,monolingual,asante_twi_senti,yoo mati medi wakyi di makyi bi wai,train
6204,me too make i drop i did saa u didnt see the tweet i try to find it too have engage saaa ur tjunhs kwaaa adey see brogad,negative,ghanaian_pidgin,pidgin,asante_twi_senti,me too make i drop i did saa u didnt see the tweet i try to find it too have engage saaa ur tjunhs kwaaa adey see brogad,train
2714,biribi any? wo a worenhunu ho nyansa,positive,twi,monolingual,asante_twi_senti,biribi any? wo a worenhunu ho nyansa,train
857,meda ase ?ne wo nso ntena “  amen ooo onua eni adipa nky yesu ni wo nnati”,positive,twi,monolingual,asante_twi_senti,meda ase ?ne wo nso ntena “ amen ooo onua eni adipa nky yesu ni wo nnati”,train
2072,de? ?te gya ho aduane na ?bene kane,positive,twi,monolingual,asante_twi_senti,de? ?te gya ho aduane na ?bene kane,train
9245,saa i can do that,positive,mixed,multilingual,asante_twi_senti,saa i can do that,train
7112,ghanaian youtuber wode maya fights to save his camera at togolese boarder     read more,negative,mixed,multilingual,asante_twi_senti,ghanaian youtuber wode maya fights to save his camera at togolese boarder read more,train
532,wo nko wodidi a wo nko woko,positive,twi,monolingual,asante_twi_senti,wo nko wodidi a wo nko woko,train
5543,aduane a woabr? ho no na ?b?ma woamee,positive,twi,monolingual,asante_twi_senti,aduane a woabr? ho no na ?b?ma woamee,test
4213,kwasea na wo na wo b kyer de ynfa nny wo anaaodwan mm dwene wo container no ho??,negative,twi,monolingual,asante_twi_senti,kwasea na wo na wo b kyer de ynfa nny wo anaaodwan mm dwene wo container no ho??,test
626,oh yoo mate paa,positive,twi,monolingual,asante_twi_senti,oh yoo mate paa,train
4529,wo saa akoa wei wani nnwu asm,negative,twi,monolingual,asante_twi_senti,wo saa akoa wei wani nnwu asm,train
4637,gyai na yemp saa????,neutral,twi,monolingual,asante_twi_senti,gyai na yemp saa????,test
6457,send momo make i go buy see say edey bee anaa😕😒😂,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,send momo make i go buy see say edey bee anaa😕😒😂,train
1269,s? ?p?nk? ab? dam a ?nkyer? ne wura no nso ab? dam bi»»hehehehe,positive,twi,monolingual,asante_twi_senti,s? ?p?nk? ab? dam a ?nkyer? ne wura no nso ab? dam bi»»hehehehe,train
7386,oh bra  srjqpzup,neutral,mixed,multilingual,asante_twi_senti,oh bra srjqpzup,train
8774,herrhh ɔdi abaa no etwa pictureɔyɛ french madam anaa,neutral,mixed,multilingual,asante_twi_senti,herrhh ɔdi abaa no etwa pictureɔyɛ french madam anaa,train
8372,boss not a bad stats at allanaa mebua,neutral,mixed,multilingual,asante_twi_senti,boss not a bad stats at allanaa mebua,dev
892,wo nsa da mu a y?nni nnya wo,positive,twi,monolingual,asante_twi_senti,wo nsa da mu a y?nni nnya wo,train
6100,industry no obia pretene nti me ndi mu agoroobesre wo anim nanso nakuma no aproonly time a mene boys hyia ye backstageeno koraa yebo nkomo kakra a we have spacei dont wanna get too comfortable with a niggaeba ne saa a wo ka me ho asem a me back case😊😊🦅🦅🦅🦅🦅,negative,ghanaian_pidgin,pidgin,asante_twi_senti,industry no obia pretene nti me ndi mu agoroobesre wo anim nanso nakuma no aproonly time a mene boys hyia ye backstageeno koraa yebo nkomo kakra a we have spacei dont wanna get too comfortable with a niggaeba ne saa a wo ka me ho asem a me back case😊😊🦅🦅🦅🦅🦅,train
3640,paaaa,neutral,twi,monolingual,asante_twi_senti,paaaa,test
1887,?na ne agya a w?nny? y? sene awisiaa,positive,twi,monolingual,asante_twi_senti,?na ne agya a w?nny? y? sene awisiaa,train
5487,abusua dua y?ntwa,positive,twi,monolingual,asante_twi_senti,abusua dua y?ntwa,train
2568,nti wo ntumi mboa me,positive,twi,monolingual,asante_twi_senti,nti wo ntumi mboa me,train
6975,this guy dey mad anaa 😂ei,negative,ghanaian_pidgin,pidgin,asante_twi_senti,this guy dey mad anaa 😂ei,dev
155,aah aah aah as?m b?n kraa ni,neutral,twi,monolingual,asante_twi_senti,aah aah aah as?m b?n kraa ni,train
6481,kidi and edem also went to the grammys…why dem no near the stars anaa or they were minding their business 🤣🤣🤣🤣,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,kidi and edem also went to the grammys…why dem no near the stars anaa or they were minding their business 🤣🤣🤣🤣,train
7847,yoo ahoɔfɛ “   medi wakyi di makyi bi wailoolma te ”,positive,mixed,multilingual,asante_twi_senti,yoo ahoɔfɛ “ medi wakyi di makyi bi wailoolma te ”,train
7834,oh saa ɛneɛ okatakyie ff bak wai   me nso me yɛ owarean o,positive,mixed,multilingual,asante_twi_senti,oh saa ɛneɛ okatakyie ff bak wai me nso me yɛ owarean o,train
8445,i have been thinking saa since i saw the date i have to be there,neutral,mixed,multilingual,asante_twi_senti,i have been thinking saa since i saw the date i have to be there,train
4541,saa mmom,negative,twi,monolingual,asante_twi_senti,saa mmom,train
7518,oh bra kojo u come here too,neutral,mixed,multilingual,asante_twi_senti,oh bra kojo u come here too,train
1407,yoo meda wo ase “ daabi woati y?ka no sei akok? sa kyer? akroma a ?ny?  more,positive,twi,monolingual,asante_twi_senti,yoo meda wo ase “ daabi woati y?ka no sei akok? sa kyer? akroma a ?ny? more,train
4486,gyimii saa??????,negative,twi,monolingual,asante_twi_senti,gyimii saa??????,train
8359,i drop am saa bossu,neutral,mixed,multilingual,asante_twi_senti,i drop am saa bossu,train
7561,akwaaba festival to project ghanaian culture  smu,positive,mixed,multilingual,asante_twi_senti,akwaaba festival to project ghanaian culture smu,train
1844,piredwan hwete abusua,positive,twi,monolingual,asante_twi_senti,piredwan hwete abusua,train
6449,y stonebwoy he go there’s sekof photo shoot anaa 😂😂😂,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,y stonebwoy he go there’s sekof photo shoot anaa 😂😂😂,train
7349,its the way ghtwitter clipped kojo jones wings for mesaa na he wants t go into politicsboi,negative,mixed,multilingual,asante_twi_senti,its the way ghtwitter clipped kojo jones wings for mesaa na he wants t go into politicsboi,train
996,?ny? obiara na kumm antwi obosiako no ara na ?se y?nfa no ny? akyer?ma,positive,twi,monolingual,asante_twi_senti,?ny? obiara na kumm antwi obosiako no ara na ?se y?nfa no ny? akyer?ma,train
7182,woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,neutral,mixed,multilingual,asante_twi_senti,woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,test
5146,ewiram nam nsae? na ?seb? akyere anomaa,positive,twi,monolingual,asante_twi_senti,ewiram nam nsae? na ?seb? akyere anomaa,test
3328,asiane nhy? da,neutral,twi,monolingual,asante_twi_senti,asiane nhy? da,train
